,,open,high,low,close,volume
445,2015-09-17,16.97,16.97,16.41,16.41,73910048.0
446,2015-09-18,16.55,16.66,16.35,16.49,50620736.0
447,2015-09-21,16.17,16.8,16.17,16.59,53368008.0
448,2015-09-22,16.69,17.15,16.56,16.81,58021676.0
449,2015-09-23,16.65,16.77,16.43,16.45,58166712.0
450,2015-09-24,16.55,16.67,16.35,16.46,49620112.0
451,2015-09-25,16.38,16.55,15.92,16.09,58338248.0
452,2015-09-28,16.08,16.16,15.9,16.12,38338340.0
453,2015-09-29,15.94,15.97,15.72,15.75,41007196.0
454,2015-09-30,15.86,16.29,15.81,16.18,50626260.0
455,2015-10-08,17.0,17.5,16.81,16.83,93051048.0
456,2015-10-09,16.79,17.0,16.71,16.86,44354208.0
457,2015-10-12,16.89,17.65,16.77,17.5,124659352.0
458,2015-10-13,17.37,17.49,17.22,17.38,66640032.0
459,2015-10-14,17.35,17.42,17.08,17.09,59365060.0
460,2015-10-15,17.09,17.48,16.96,17.45,63174976.0
461,2015-10-16,17.46,17.72,17.31,17.53,71558048.0
462,2015-10-19,17.62,17.78,17.3,17.45,73355736.0
463,2015-10-20,17.44,17.56,17.11,17.56,61543276.0
464,2015-10-21,17.56,17.68,17.06,17.5,100168296.0
465,2015-10-22,17.34,17.62,17.27,17.6,74959584.0
466,2015-10-23,17.73,18.38,17.64,18.2,104296328.0
467,2015-10-26,18.48,18.49,17.91,17.95,83889528.0
468,2015-10-27,17.8,17.8,17.05,17.58,87543416.0
469,2015-10-28,17.48,17.62,17.25,17.3,67472936.0
470,2015-10-29,17.35,17.6,17.21,17.5,44589160.0
471,2015-10-30,17.44,17.54,17.28,17.35,45015216.0
472,2015-11-02,17.47,18.08,17.47,17.64,100484560.0
473,2015-11-03,17.62,17.78,17.35,17.47,49663480.0
474,2015-11-04,17.47,18.35,17.47,18.31,128443360.0
475,2015-11-05,18.31,19.55,18.15,19.02,164085312.0
476,2015-11-06,19.08,19.62,18.99,19.38,112618968.0
477,2015-11-09,19.48,19.98,19.48,19.56,118889816.0
478,2015-11-10,19.43,19.85,19.07,19.52,84488880.0
479,2015-11-11,19.4,19.45,19.07,19.23,63149248.0
480,2015-11-12,19.31,19.38,18.98,19.07,46235724.0
481,2015-11-13,18.9,18.97,18.56,18.59,62277948.0
482,2015-11-16,18.3,18.78,18.28,18.7,45889976.0
483,2015-11-17,18.81,19.11,18.63,18.7,60259724.0
484,2015-11-18,18.79,18.91,18.51,18.54,65602696.0
485,2015-11-19,18.63,18.76,18.42,18.75,40791576.0
486,2015-11-20,18.77,18.79,18.53,18.59,55716072.0
487,2015-11-23,18.6,18.63,18.37,18.42,52275176.0
488,2015-11-24,18.43,18.55,18.39,18.54,36411024.0
489,2015-11-25,18.5,18.64,18.4,18.55,40845736.0
490,2015-11-26,18.69,19.75,18.64,19.33,125267936.0
491,2015-11-27,19.1,19.31,18.37,18.55,83726256.0
492,2015-11-30,18.65,18.78,17.8,18.33,59942168.0
493,2015-12-01,18.3,19.55,18.05,19.09,104493296.0
494,2015-12-02,19.09,21.0,18.99,21.0,343465600.0
495,2015-12-03,20.54,20.8,20.15,20.38,185726464.0
496,2015-12-04,20.37,21.2,20.01,20.83,176767168.0
497,2015-12-07,20.78,21.34,20.4,20.81,118405544.0
498,2015-12-08,20.7,20.7,20.04,20.05,73262224.0
499,2015-12-09,20.0,21.15,19.99,20.8,111930856.0
500,2015-12-10,20.8,21.43,20.41,20.93,123646072.0
501,2015-12-11,20.78,21.48,20.64,21.34,90662128.0
502,2015-12-14,21.13,22.07,21.06,21.6,89232400.0
503,2015-12-15,21.56,21.75,21.08,21.24,70146736.0
504,2015-12-16,21.24,21.44,20.71,20.8,70685200.0
505,2015-12-17,20.97,21.26,20.85,21.13,89361776.0
506,2015-12-18,21.13,21.27,20.81,20.9,65459704.0
507,2015-12-21,21.06,22.99,21.0,22.99,290560640.0
508,2015-12-22,23.01,24.5,22.99,23.22,228596432.0
509,2015-12-23,23.33,24.44,23.32,23.93,160714464.0
510,2015-12-24,23.99,24.08,22.89,23.21,109195352.0
511,2015-12-25,23.25,23.3,22.8,23.0,65558600.0
512,2015-12-28,23.14,23.45,22.35,22.35,90468176.0
513,2015-12-29,22.32,23.5,22.1,23.1,88311472.0
514,2015-12-30,23.09,23.3,22.72,22.85,64113768.0
515,2015-12-31,22.85,22.95,22.33,22.35,46684648.0
516,2016-01-04,22.36,22.47,20.2,20.26,69900296.0
517,2016-01-05,19.9,21.25,19.8,20.85,102736768.0
518,2016-01-06,20.97,21.1,20.51,21.02,56711000.0
519,2016-01-07,20.7,20.7,19.49,19.58,23123978.0
520,2016-01-08,20.22,20.71,19.11,20.25,103633072.0
521,2016-01-11,19.9,20.45,19.3,19.39,79558880.0
522,2016-01-12,19.65,19.87,19.22,19.55,50637772.0
523,2016-01-13,19.7,19.86,19.2,19.3,45665504.0
524,2016-01-14,18.8,19.7,18.62,19.55,65884152.0
525,2016-01-15,19.24,19.63,18.6,18.8,61535600.0
526,2016-01-18,18.51,19.05,18.5,18.85,38216416.0
527,2016-01-19,18.8,19.86,18.76,19.66,62049024.0
528,2016-01-20,19.6,19.73,19.01,19.28,45047512.0
529,2016-01-21,19.02,19.4,18.71,18.71,36887472.0
530,2016-01-22,18.91,19.3,18.7,19.09,33631756.0
531,2016-01-25,19.24,19.46,19.05,19.23,29423812.0
532,2016-01-26,19.08,19.16,18.42,18.6,44832452.0
533,2016-01-27,18.76,18.92,17.93,18.48,50647840.0
534,2016-01-28,18.32,18.76,18.21,18.31,32746852.0
535,2016-01-29,18.4,18.9,18.26,18.73,41414296.0
536,2016-02-01,18.76,18.81,18.3,18.44,28424312.0
537,2016-02-02,18.49,19.08,18.49,18.96,39942852.0
538,2016-02-03,18.83,18.97,18.66,18.84,28318036.0
539,2016-02-04,18.96,19.29,18.86,19.0,39826952.0
540,2016-02-05,18.99,19.09,18.84,18.85,22699646.0
541,2016-02-15,18.45,18.83,18.37,18.64,25690356.0
542,2016-02-16,18.9,19.19,18.8,19.07,46952804.0
543,2016-02-17,19.09,19.31,19.02,19.2,39156956.0
544,2016-02-18,19.31,19.38,19.1,19.22,46005652.0
545,2016-02-19,19.19,19.28,19.1,19.22,31891276.0
546,2016-09-02,19.49,19.49,19.49,19.49,3660890.0
547,2016-09-05,21.44,21.44,21.44,21.44,2232309.0
548,2016-09-06,23.58,23.58,22.69,23.0,497195532.0
549,2016-09-07,22.9,23.45,22.57,22.86,208790745.0
550,2016-09-08,22.9,23.06,22.21,22.48,152313229.0
551,2016-09-09,22.41,22.64,22.16,22.26,113133326.0
552,2016-09-12,22.0,22.54,21.85,22.07,116637022.0
553,2016-09-13,22.14,22.33,21.88,21.98,88644276.0
554,2016-09-14,21.9,21.96,21.4,21.43,112199729.0
555,2016-09-19,21.42,22.23,21.41,22.09,121387454.0
556,2016-09-20,22.1,22.36,21.93,22.02,68351571.0
557,2016-09-21,22.06,22.1,21.76,22.0,55476657.0
558,2016-09-22,22.12,22.15,21.75,21.75,83299854.0
559,2016-09-23,21.79,21.86,21.39,21.44,64953059.0
560,2016-09-26,21.42,21.89,21.4,21.51,59904057.0
561,2016-09-27,21.55,22.1,21.52,22.03,98104791.0
562,2016-09-28,22.03,22.09,21.8,21.9,59153603.0
563,2016-09-29,21.92,22.07,21.83,21.84,53309547.0
564,2016-09-30,21.85,22.29,21.81,22.22,63326489.0
565,2016-10-10,22.26,22.32,21.69,22.11,74231718.0
566,2016-10-11,22.08,22.22,21.91,22.11,44485825.0
567,2016-10-12,22.09,22.46,21.96,22.2,48900210.0
568,2016-10-13,22.23,22.31,21.96,22.07,36322687.0
569,2016-10-14,22.0,22.08,21.87,21.94,36161290.0
570,2016-10-17,21.97,22.04,21.7,21.74,37290056.0
571,2016-10-18,21.7,21.89,21.68,21.88,39306951.0
572,2016-10-19,21.89,22.05,21.74,21.78,41540482.0
573,2016-10-20,21.78,21.88,21.73,21.82,33305934.0
574,2016-10-21,21.82,22.48,21.75,22.44,93835582.0
575,2016-10-24,22.48,22.97,22.48,22.55,78504101.0
576,2016-10-25,22.61,23.2,22.58,23.03,73904829.0
577,2016-10-26,23.02,23.02,22.5,22.63,61316788.0
578,2016-10-27,22.71,22.76,22.35,22.42,32204229.0
579,2016-10-28,22.47,22.87,22.34,22.4,56962460.0
580,2016-11-17,22.0,23.55,22.0,22.84,202874171.0
581,2016-11-18,22.7,22.82,22.19,22.52,78822656.0
582,2016-11-21,22.48,23.7,22.4,22.8,200366344.0
583,2016-11-22,22.79,23.78,22.66,23.23,226903116.0
584,2016-11-23,23.8,25.55,23.75,25.55,331121983.0
585,2016-11-24,25.33,27.0,24.92,26.38,321903552.0
586,2016-11-25,26.43,27.3,25.26,27.23,314357507.0
587,2016-11-28,27.23,29.39,27.1,28.47,425252919.0
588,2016-12-01,30.0,31.32,29.88,30.59,474525778.0
589,2016-12-02,30.0,30.15,28.63,28.76,319213665.0
590,2016-12-05,26.66,27.0,25.88,25.88,361948524.0
591,2016-12-06,25.73,27.29,25.4,26.33,313085431.0
592,2016-12-07,26.01,26.45,25.7,26.19,168821109.0
593,2016-12-08,26.17,26.76,25.89,26.24,156625522.0
594,2016-12-09,26.24,27.17,26.16,26.99,228457651.0
595,2016-12-12,26.21,26.29,25.04,25.34,236945486.0
596,2016-12-13,25.48,25.9,24.73,25.54,145517551.0
597,2016-12-14,25.7,25.87,25.1,25.3,129619186.0
598,2016-12-15,25.31,25.55,24.5,24.75,158157239.0
599,2016-12-16,24.7,25.2,24.35,24.99,115983707.0
600,2016-12-19,25.0,25.03,24.1,24.16,105377611.0
601,2016-12-20,24.03,24.35,23.68,24.0,85273631.0
602,2016-12-21,24.11,24.24,23.92,24.2,67003765.0
603,2016-12-22,24.29,24.89,24.23,24.66,110271642.0
604,2016-12-23,24.47,24.5,24.03,24.09,71052822.0
605,2016-12-26,23.9,24.64,23.68,24.62,76051392.0
606,2016-12-27,24.56,25.31,24.5,24.97,102777009.0
607,2016-12-28,25.09,25.26,24.8,24.94,56961122.0
608,2016-12-29,24.86,25.05,24.61,24.83,45414631.0
609,2016-12-30,24.89,25.05,24.62,24.62,46987142.0
610,2017-01-03,24.7,25.24,24.7,25.06,58392946.0
611,2017-01-04,25.09,25.23,24.88,25.14,71662463.0
612,2017-01-05,25.19,25.38,25.09,25.26,63084316.0
613,2017-01-06,25.2,25.21,24.85,25.0,54112990.0
614,2017-01-09,25.0,25.0,24.5,24.74,56230720.0
615,2017-01-10,24.74,24.97,24.51,24.93,46382688.0
616,2017-01-11,24.86,25.08,24.58,24.68,34636462.0
617,2017-01-12,24.62,24.73,24.27,24.31,38412942.0
618,2017-01-13,24.37,24.45,24.14,24.16,41436082.0
619,2017-01-16,24.16,24.16,23.31,23.79,61220402.0
620,2017-01-17,23.79,24.19,23.69,24.17,38634110.0
621,2017-01-18,24.26,25.15,24.26,24.96,91867891.0
622,2017-01-19,25.0,25.15,24.77,24.88,37953089.0
623,2017-01-20,24.89,25.55,24.89,25.37,68414335.0
624,2017-01-23,25.51,25.84,25.21,25.28,58959326.0
625,2017-01-24,25.27,25.43,25.1,25.32,39939144.0
626,2017-01-25,25.25,25.5,25.13,25.5,32106771.0
627,2017-01-26,25.5,25.94,25.5,25.78,51972770.0
628,2017-02-03,25.7,25.77,25.3,25.39,32540374.0
629,2017-02-06,25.38,25.54,25.15,25.26,42327303.0
630,2017-02-07,25.23,25.23,24.99,25.13,45110333.0
631,2017-02-08,25.17,25.45,25.09,25.35,41213856.0
632,2017-02-09,25.4,25.8,25.4,25.62,58511631.0
633,2017-02-10,25.7,26.18,25.61,25.97,76644327.0
634,2017-02-13,25.97,27.13,25.94,27.1,120803896.0
635,2017-02-14,27.3,27.74,26.77,26.9,98828803.0
636,2017-02-15,26.9,27.35,26.75,26.99,79556516.0
637,2017-02-16,26.91,27.59,26.82,27.59,74533260.0
638,2017-02-17,27.7,27.9,27.18,27.41,77363182.0
639,2017-02-20,27.46,28.66,27.45,28.55,132671204.0
640,2017-02-21,28.48,28.63,28.06,28.24,89410466.0
641,2017-02-22,28.1,28.5,27.9,28.32,65162077.0
642,2017-02-23,28.31,28.59,27.8,27.91,70864493.0
643,2017-02-24,27.97,28.14,27.23,27.85,69085597.0
644,2017-02-27,27.8,27.8,27.1,27.13,71562580.0
645,2017-02-28,27.09,27.57,27.09,27.44,43479851.0
646,2017-03-01,27.5,27.75,27.31,27.46,41125794.0
647,2017-03-02,27.5,27.63,27.23,27.31,36512242.0
648,2017-03-03,27.28,27.42,27.05,27.3,39569673.0
649,2017-03-06,27.31,28.25,27.31,28.15,87432763.0
650,2017-03-07,28.2,28.36,28.05,28.23,51419658.0
651,2017-03-08,28.27,28.48,27.85,28.09,49569417.0
652,2017-03-09,28.23,28.88,28.23,28.4,73204756.0
653,2017-03-10,28.51,29.04,28.3,28.96,94750593.0
654,2017-03-13,29.0,29.46,28.6,28.87,95811620.0
655,2017-03-14,28.88,28.96,28.48,28.71,61149347.0
656,2017-03-15,28.74,29.55,28.6,29.3,78232482.0
657,2017-03-16,29.39,29.8,29.06,29.23,64965590.0
658,2017-03-17,29.22,29.48,28.8,28.81,56588385.0
659,2017-03-20,29.08,29.45,28.89,29.26,66125991.0
660,2017-03-21,29.4,30.35,29.23,30.34,113584119.0
661,2017-03-22,30.13,30.69,30.01,30.5,86570064.0
662,2017-03-23,30.38,31.26,30.18,31.2,86586813.0
663,2017-03-24,31.36,32.68,31.29,31.54,128281355.0
664,2017-03-27,31.51,32.21,30.68,30.71,104318818.0
665,2017-03-28,30.75,31.16,30.25,30.8,75417342.0
666,2017-03-29,30.79,31.39,30.48,31.2,65734565.0
667,2017-03-30,31.08,31.36,30.1,30.72,76424353.0
668,2017-03-31,30.64,31.7,30.54,31.7,82560679.0
669,2017-04-05,31.75,31.94,31.26,31.46,98651882.0
670,2017-04-06,31.39,32.0,31.18,32.0,73979507.0
671,2017-04-07,31.93,32.6,31.75,31.81,80584365.0
672,2017-04-10,31.81,31.94,31.41,31.52,54280281.0
673,2017-04-11,31.41,31.59,29.72,30.83,124929953.0
674,2017-04-12,30.5,31.09,30.2,30.81,58543347.0
675,2017-04-13,30.79,31.36,30.64,31.25,52023072.0
676,2017-04-14,31.24,31.25,30.67,30.68,40518564.0
677,2017-04-17,30.8,31.75,30.76,31.75,81571243.0
678,2017-04-18,31.8,32.53,31.65,32.23,102956985.0
679,2017-04-19,32.2,33.21,32.03,33.21,122898683.0
680,2017-04-20,33.23,34.18,33.0,33.02,108298933.0
681,2017-04-21,32.85,33.36,32.57,32.91,74958101.0
682,2017-04-24,32.8,33.3,32.01,32.51,64325756.0
683,2017-04-25,32.61,33.88,32.57,33.84,91947057.0
684,2017-04-26,34.0,34.99,33.28,33.43,140373802.0
685,2017-04-27,33.66,33.8,32.75,33.58,105919431.0
686,2017-04-28,33.66,33.7,32.51,33.0,102720474.0
687,2017-05-02,32.7,33.09,32.26,32.97,79112710.0
688,2017-05-03,32.98,33.28,32.51,32.65,70024844.0
689,2017-05-04,32.66,32.92,32.43,32.66,47385261.0
690,2017-05-05,32.49,33.06,32.36,32.77,78196660.0
691,2017-05-08,32.6,33.0,31.66,31.68,92333765.0
692,2017-05-09,31.55,31.55,30.56,31.16,96349426.0
693,2017-05-10,31.45,31.97,31.3,31.48,70427368.0
694,2017-05-11,31.3,32.9,31.17,32.88,98916592.0
695,2017-05-12,32.97,33.14,32.57,33.07,66809828.0
696,2017-05-15,33.07,33.3,32.78,33.03,52478210.0
697,2017-05-16,32.8,33.58,32.51,33.58,76619765.0
698,2017-05-17,33.42,33.95,32.88,32.92,80661516.0
699,2017-05-18,32.7,32.97,32.51,32.64,42048807.0
700,2017-05-19,32.73,33.37,32.72,33.1,55586730.0
701,2017-05-22,33.15,33.88,32.81,33.82,77215795.0
702,2017-05-23,33.8,34.18,33.62,33.99,85016398.0
703,2017-05-24,33.74,34.0,33.2,33.75,68440579.0
704,2017-05-25,33.5,33.99,33.41,33.59,46546710.0
705,2017-05-26,33.68,34.3,33.65,34.07,56098814.0
706,2017-05-31,34.14,34.2,33.45,34.08,70787353.0
707,2017-06-01,33.92,34.28,33.85,33.97,50385538.0
708,2017-06-02,34.03,34.08,33.3,33.5,59104049.0
709,2017-06-05,33.37,33.7,33.2,33.27,39084146.0
710,2017-06-06,33.27,34.3,33.27,34.26,79273316.0
711,2017-06-07,34.35,35.0,34.16,34.6,96207112.0
712,2017-06-08,34.7,36.34,34.68,36.25,113667099.0
713,2017-06-09,36.25,37.1,35.86,36.04,114405733.0
714,2017-06-12,36.0,37.57,35.9,37.57,99137599.0
715,2017-06-13,37.15,37.48,36.96,37.35,66878314.0
716,2017-06-14,37.37,37.8,36.16,36.43,87724616.0
717,2017-06-15,36.49,36.94,36.0,36.54,70247051.0
718,2017-06-16,36.44,36.85,35.92,35.99,65617093.0
719,2017-06-19,36.11,37.34,36.06,37.31,76160712.0
720,2017-06-20,37.7,37.85,36.93,37.31,85731758.0
721,2017-06-21,37.6,38.61,37.13,38.54,91981034.0
722,2017-06-22,38.54,39.67,38.39,38.62,128186288.0
723,2017-06-23,38.55,40.08,38.2,40.01,109628096.0
724,2017-06-26,40.01,41.56,39.81,40.64,122611768.0
725,2017-06-27,40.77,41.5,40.3,41.43,75671884.0
726,2017-06-28,41.29,41.56,40.11,40.36,89819589.0
727,2017-06-29,40.66,40.8,39.95,40.5,70681775.0
728,2017-06-30,40.46,41.56,40.16,41.17,82878428.0
729,2017-07-03,41.3,41.55,40.09,40.49,73992678.0
730,2017-07-04,40.5,40.55,38.88,39.87,104829316.0
731,2017-07-05,38.11,39.3,37.2,39.26,95911898.0
732,2017-07-06,39.4,39.6,38.66,39.2,71331863.0
733,2017-07-07,38.9,39.09,38.21,38.41,66968140.0
734,2017-07-10,38.5,39.37,38.46,39.06,65907620.0
735,2017-07-11,39.3,41.65,39.18,41.53,142806067.0
736,2017-07-12,41.53,41.75,40.43,40.79,86073449.0
737,2017-07-13,40.77,41.38,40.46,41.01,50753833.0
738,2017-07-14,40.82,41.33,40.4,41.08,44147333.0
739,2017-07-17,41.08,41.69,40.4,41.06,78322613.0
740,2017-07-18,40.6,41.02,39.71,40.23,72872977.0
741,2017-07-19,40.0,40.85,39.75,39.99,78962167.0
742,2017-07-20,39.99,41.3,39.75,41.04,91357883.0
743,2017-07-21,41.0,41.21,40.53,40.71,52351580.0
744,2017-07-24,40.7,41.79,40.36,41.3,75413888.0
745,2017-07-25,41.29,41.55,40.93,41.02,46600364.0
746,2017-07-26,41.04,41.2,39.7,40.0,69488925.0
747,2017-07-27,39.9,39.9,38.55,38.9,91957958.0
748,2017-07-28,39.33,39.79,39.0,39.57,56751266.0
749,2017-07-31,39.63,39.63,38.97,39.24,52741875.0
750,2017-08-01,39.18,39.93,38.98,39.26,56747842.0
751,2017-08-02,39.26,39.56,38.88,39.02,49557343.0
752,2017-08-03,39.0,39.0,37.95,38.33,79637734.0
753,2017-08-04,38.33,38.68,37.65,37.79,63947626.0
754,2017-08-07,37.79,38.6,36.83,38.43,68958472.0
755,2017-08-08,38.35,38.86,38.15,38.49,36830840.0
756,2017-08-09,38.49,39.5,38.2,39.18,57254956.0
757,2017-08-10,39.18,39.6,38.5,38.82,41532877.0
758,2017-08-11,38.35,39.01,38.0,38.16,38057761.0
759,2017-08-14,38.2,39.25,38.2,38.83,42768997.0
760,2017-08-15,38.86,38.99,38.38,38.58,36954945.0
761,2017-08-16,38.48,38.55,37.66,37.92,52873150.0
762,2017-08-17,38.01,38.33,37.6,38.08,42034338.0
763,2017-08-18,37.89,38.43,37.74,38.27,30106776.0
764,2017-08-21,38.32,39.0,38.12,38.9,42879719.0
765,2017-08-22,39.11,39.62,38.91,39.06,45697018.0
766,2017-08-23,39.1,39.26,38.92,39.2,30427118.0
767,2017-08-24,39.21,39.5,39.1,39.43,39525290.0
768,2017-08-25,39.62,40.15,39.5,39.65,55122799.0
769,2017-08-28,40.04,40.5,39.5,39.82,59268742.0
770,2017-08-29,39.91,39.94,39.0,39.38,49217038.0
771,2017-08-30,39.49,39.61,39.12,39.58,35484868.0
772,2017-08-31,40.12,40.35,38.12,38.65,121464742.0
773,2017-09-01,38.67,38.67,37.92,38.11,108211003.0
774,2017-09-04,38.08,38.32,37.8,38.08,66997809.0
775,2017-09-05,38.08,38.33,37.9,38.13,49734610.0
776,2017-09-06,38.13,38.25,37.93,38.19,37648467.0
777,2017-09-07,38.05,38.12,37.65,37.8,57646505.0
778,2017-09-08,37.7,37.8,37.01,37.09,85439379.0
779,2017-09-11,37.02,37.52,36.78,37.11,51366780.0
780,2017-09-12,37.1,37.1,36.42,36.7,75672420.0
781,2017-09-13,36.7,37.48,36.56,37.33,71801951.0
782,2017-09-14,37.33,37.65,37.03,37.5,48119799.0
783,2017-09-15,37.49,38.09,37.23,37.94,64850210.0
784,2017-09-19,38.0,38.38,37.24,37.29,63120111.0
785,2017-09-20,37.4,37.98,37.3,37.83,47074013.0
786,2017-09-21,37.96,38.15,37.78,37.99,43529792.0
787,2017-09-22,37.9,39.63,37.86,39.25,112424816.0
788,2017-09-25,39.2,39.52,38.68,38.93,61059034.0
789,2017-09-26,38.91,39.13,38.2,38.4,46208579.0
790,2017-09-27,38.48,38.79,38.13,38.55,34762077.0
791,2017-09-28,38.55,38.62,37.87,37.9,47943626.0
792,2017-09-29,37.94,38.25,37.8,37.9,34761991.0
793,2017-10-09,38.5,39.58,38.02,39.1,116683015.0
794,2017-10-10,39.28,39.54,38.15,38.79,85889566.0
795,2017-10-11,38.69,40.21,38.52,39.95,140421926.0
796,2017-10-12,39.98,40.59,39.83,40.42,96935922.0
797,2017-10-13,40.45,40.64,39.85,40.27,53133407.0
798,2017-10-16,40.27,40.6,39.5,39.5,56472293.0
799,2017-10-17,39.76,40.68,39.39,40.68,83201264.0
800,2017-10-18,40.7,41.2,40.4,41.19,77649402.0
801,2017-10-19,40.99,41.55,40.57,41.06,66751228.0
802,2017-10-20,40.92,40.92,40.04,40.5,49367747.0
803,2017-10-23,40.5,40.9,40.09,40.63,39702235.0
804,2017-10-24,40.33,41.45,40.27,41.27,66961177.0
805,2017-10-25,41.2,41.95,41.1,41.81,72821082.0
806,2017-10-26,42.01,43.6,41.7,42.88,96332780.0
807,2017-10-27,42.7,43.8,42.61,43.77,69254232.0
808,2017-10-30,43.9,44.3,42.7,43.75,64570923.0
809,2017-10-31,43.8,43.8,42.24,42.55,83680955.0
810,2017-11-01,42.6,43.08,41.59,41.8,95161058.0
811,2017-11-02,41.82,42.27,41.35,42.26,54494064.0
812,2017-11-03,42.27,42.58,41.6,41.83,54352787.0
813,2017-11-06,41.86,43.72,41.79,43.53,92070149.0
814,2017-11-07,43.6,45.0,43.4,44.19,86112931.0
815,2017-11-08,44.17,45.0,43.32,43.53,81593662.0
816,2017-11-09,43.55,43.81,42.59,43.74,64126897.0
817,2017-11-10,43.72,45.74,43.66,45.67,104365955.0
818,2017-11-13,45.95,46.46,45.36,45.64,74742854.0
819,2017-11-14,45.47,45.5,44.38,44.86,66872141.0
820,2017-11-15,44.68,45.66,44.42,45.46,63315260.0
821,2017-11-16,45.1,45.86,44.5,45.86,65831356.0
822,2017-11-17,45.69,46.3,44.98,45.95,87695140.0
823,2017-11-20,45.5,45.94,44.7,45.82,61738643.0
824,2017-11-21,45.81,47.8,45.7,47.8,121642974.0
825,2017-11-22,47.86,48.19,46.95,47.36,87758513.0
826,2017-11-23,47.01,47.15,44.6,45.01,95831030.0
827,2017-11-24,44.6,45.54,43.5,45.51,109609343.0
828,2017-11-27,44.95,44.95,43.64,44.04,72747790.0
829,2017-11-28,43.7,44.39,43.51,44.0,43287432.0
830,2017-11-29,44.15,44.28,42.21,42.45,74655846.0
831,2017-11-30,42.5,42.94,42.07,42.45,48598306.0
832,2017-12-01,42.52,42.7,41.5,41.63,69990807.0
833,2017-12-04,41.5,42.51,41.33,42.16,70067071.0
834,2017-12-05,41.81,42.95,41.77,42.5,73080506.0
835,2017-12-06,42.4,42.71,41.05,41.95,64766148.0
836,2017-12-07,41.78,42.05,40.7,40.8,60552816.0
837,2017-12-08,40.89,42.14,40.89,41.69,57638126.0
838,2017-12-11,42.3,43.59,42.12,43.44,81897492.0
839,2017-12-12,43.6,44.17,43.0,43.02,55132465.0
840,2017-12-13,43.18,44.1,43.01,43.95,58537097.0
841,2017-12-14,44.0,44.17,43.3,43.72,41619750.0
842,2017-12-15,43.71,43.71,43.06,43.11,33929331.0
843,2017-12-18,43.05,44.06,42.88,43.95,53695854.0
844,2017-12-19,43.75,44.93,43.7,44.58,59016695.0
845,2017-12-20,44.53,45.32,44.19,44.48,55761065.0
846,2017-12-21,44.61,45.21,44.32,45.06,45303235.0
847,2017-12-22,45.0,45.39,44.6,45.07,32206075.0
848,2017-12-25,45.1,46.0,45.1,45.41,50077060.0
849,2017-12-26,45.6,45.62,44.29,44.66,38228901.0
850,2017-12-27,44.73,44.78,43.11,43.18,53113632.0
851,2017-12-28,43.35,44.28,43.13,43.74,43124387.0
852,2017-12-29,43.9,44.4,43.44,43.7,36847964.0
853,2018-01-02,44.2,45.2,44.18,45.15,58714642.0
854,2018-01-03,45.3,46.46,45.2,45.65,79430489.0
855,2018-01-04,46.0,46.58,45.73,46.58,64048524.0
856,2018-01-05,46.8,47.95,46.31,47.88,78186580.0
857,2018-01-08,48.17,48.95,47.3,47.83,78863047.0
858,2018-01-09,47.72,49.48,47.59,49.4,76885691.0
859,2018-01-10,49.3,51.96,48.97,51.05,108682406.0
860,2018-01-11,50.81,52.11,50.22,50.8,68411366.0
861,2018-01-12,50.8,53.48,50.24,53.3,85482106.0
862,2018-01-15,53.19,55.15,52.99,54.6,96944100.0
863,2018-01-16,54.1,55.48,53.41,54.37,81664860.0
864,2018-01-17,53.98,54.96,51.65,52.04,96872409.0
865,2018-01-18,51.7,53.09,51.6,52.26,60653125.0
866,2018-01-19,52.09,52.76,51.13,51.45,60804729.0
867,2018-01-22,51.5,56.6,51.5,56.6,113054174.0
868,2018-01-23,56.5,56.9,55.45,56.79,81173819.0
869,2018-01-24,56.7,56.72,55.18,55.77,62758287.0
870,2018-01-25,55.45,56.37,54.3,55.4,59065207.0
871,2018-01-26,55.01,58.7,54.77,57.4,86782919.0
872,2018-01-29,57.0,58.07,55.0,55.78,83229496.0
873,2018-01-30,55.34,55.5,54.25,54.35,64305910.0
874,2018-01-31,54.0,56.56,53.88,55.94,66728456.0
875,2018-02-01,56.28,56.36,54.05,55.58,70318799.0
876,2018-02-02,55.01,55.88,54.2,55.49,48599628.0
877,2018-02-05,54.75,55.49,52.65,54.05,83155800.0
878,2018-02-06,52.19,53.86,51.7,53.42,98062601.0
879,2018-02-07,54.45,54.89,50.1,50.28,91032630.0
880,2018-02-08,50.3,51.86,49.15,51.0,87365556.0
881,2018-02-09,49.1,49.89,48.18,49.45,97781828.0
882,2018-02-12,49.69,51.86,49.58,51.51,76337268.0
883,2018-02-13,52.1,53.7,52.1,52.4,61685032.0
884,2018-02-14,52.51,54.38,52.51,54.24,47957181.0
885,2018-02-22,55.23,55.8,54.55,54.99,61822606.0
886,2018-02-23,55.0,55.24,53.87,54.06,56694257.0
887,2018-02-26,54.78,54.9,53.64,54.65,52646601.0
888,2018-02-27,54.65,54.65,51.83,52.01,115739139.0
889,2018-02-28,51.09,52.51,50.45,51.69,61889366.0
890,2018-03-01,51.35,52.26,51.01,51.58,52937677.0
891,2018-03-02,51.05,52.69,50.78,52.48,56326174.0
892,2018-03-05,52.47,52.64,51.32,51.63,40880731.0
893,2018-03-06,51.93,51.96,50.51,51.87,45887465.0
894,2018-03-07,51.87,52.49,51.36,51.72,33301314.0
895,2018-03-08,51.52,53.3,51.21,53.16,54830779.0
