y,istreatment,x1,x2,x3
4.636387592828579,1,-0.35505248747488594,0.44134828390425124,0.9086292989757853
-1.965485923704861,0,-0.8192604556921919,-0.7129980281296746,0.03756306266266175
0.5817807465066123,0,1.3913388302841603,-0.017291684387150074,-0.8041882814928604
-2.067287143300083,0,-0.8310207923242635,0.49786047322527416,0.34955478568436493
9.546829253205765,1,1.6823213764300355,0.6089857306452682,0.937724955270115
-0.26925740613066484,0,1.1621869603231885,-1.7927099292205628,-0.3453610748060331
-0.09168882076409121,0,-0.29550816851662226,-0.8626474822782874,0.888233787854905
-1.1927352420853805,1,-0.9267492664080661,-0.8486701989136606,-0.13369688874701113
-1.1857596847003884,0,-0.41326147329068147,0.4479439396477064,0.5450251213978502
1.3673227580559675,0,0.4731125230144951,0.06160896456195876,0.7606865900738419
-0.2064035820044871,0,1.0019158730750835,-1.2573362177405802,0.12524149348108882
7.5781934669288,1,1.9963799698348539,0.10519870339382252,-0.05115555861705651
2.3559011376888375,1,2.156313365956976,-0.6623656350474724,-1.3271518242920226
6.109132023344974,1,-0.06674015770415398,0.3437869587469596,1.4533679279116443
-2.8311959083461833,0,-1.5904088786803638,-3.01196739321342,0.7486642366874511
-0.5952121747641269,0,1.492941379064516,-2.2970389563364395,-0.7884630234229998
-2.3218648021085597,0,-0.8416848503694525,-1.241452808890999,0.23252627036355858
10.896516187291802,1,2.4176521279433363,0.5301077863491195,0.6085735260671776
-0.10744888229586086,0,-0.3785123603455327,0.3922718767595717,-0.27560741554573437
-1.6936847227565597,0,0.21472963207472484,0.08117684404317518,-1.398625509575645
0.08271531634312157,0,0.41541579567632264,-0.17923542337554385,0.4953677764899069
4.530610732306416,1,-0.6387386681166768,0.526720081051632,0.8947283344606705
9.107783265555296,1,0.3158303669902129,2.7043350849378953,0.7049075983059295
4.760939869775972,1,-0.2704878707584279,-0.07655386392802288,1.1832271527399418
5.095621214073696,1,0.5106125129229018,1.477867071639282,-0.8380298345941378
6.772028718845434,1,-0.4570034791931055,0.014300584389465819,1.2668490488920505
6.487577998248439,1,0.9310026732384606,1.6025329362326113,-0.718847467874418
-2.3634875639208945,0,-0.3333264273585891,-2.5392471809621355,1.0237947802575165
1.2358439534585748,0,0.3081924575950579,0.06694093786169142,0.21036682569658818
-2.0479971938135884,0,-0.4929905954416317,-2.1591407749502776,-0.5666499272851823
-3.172690545654881,0,1.1003630507033406,-0.5910033496697127,-2.12712681855667
-1.0192790401811402,0,0.422277643671387,0.4307392352805471,-0.9929120846091914
7.604369634698132,1,2.2874409799799125,-0.35371243882808645,-0.19623177656500393
-0.21837841120913493,0,1.2257690803413495,-0.2419330543712927,-0.603056602719652
-0.4315624868138094,0,-0.4455407260592121,-0.34066564450279785,-0.4263780735937655
6.727566629223486,1,-0.6019180281147662,0.8862113722851025,1.559951749984927
1.0470777986087945,1,0.038751601694331284,-0.30747527450390827,-0.06643571883649341
